rinap-rinap4/Q003236	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003237	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003238	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003240	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003241	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003245	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003259	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003260	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003262	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003263	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003265	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003266	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003269	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003272	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003273	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003277	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003282	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003283	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003286	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003287	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003288	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003289	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003293	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003297	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003298	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003305	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003306	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003307	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003308	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003309	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003322	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003326	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003330	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003333	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003334	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003335	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003336	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003338	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003340	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003342	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003343	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003345	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003347	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003348	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003349	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003350	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003351	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003352	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003353	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003354	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003357	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003358	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003360	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003361	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003362	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003363	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003364	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003365	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003366	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003367	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003368	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003369	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003371	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003372	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003374	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003379	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003382	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003384	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003388	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003389	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003390	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003405	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003406	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap4/Q003412	Neo-Assyrian	Royal Inscription	Esarhaddon_RN
rinap-rinap5/Q003700	Neo-Assyrian	Royal Inscription	Ashurbanipal_RN
rinap-rinap5/Q003701	Neo-Assyrian	Royal Inscription	Ashurbanipal_RN
rinap-rinap5/Q003702	Neo-Assyrian	Royal Inscription	Ashurbanipal_RN
